"","ID","a_","t_","z_","v_Intercept_","v_val_ctr_","v_sess_ctr_","v_val_ctr.sess_ctr_"
"1",1,1.71689789244719,0.959704889507547,0.222240075860906,0.394713803064616,0.721903257100863,-0.00510579184426121,0.322971781719389
"2",2,1.81422851394445,0.931131896780318,0.140556500507378,-0.0602891207019008,0.591521051719849,-0.0291992609292809,0.168880130763757
"3",3,1.48893626870684,0.844224127318867,0.115697790861171,-0.0163328930207893,1.2351597071105,-0.0311976726733138,-0.0531737231080489
"4",4,1.66136790007715,0.714573804069691,0.184080219886336,0.0773755553229348,2.20740672729547,-0.0293521171556562,0.44473392955604
"5",6,1.77036849464088,1.12476677668798,0.141760206197876,-0.185354418372021,1.23494948673037,-0.0309287978754452,0.0863686564286755
"6",7,1.98488894044147,0.88411996991415,0.111796095656888,-0.0470281338506383,0.83158218220885,-0.0102761695484054,0.621042110981593
"7",8,2.00199925654795,0.786454436174561,0.154167203990091,0.0268920345825278,0.905815386590564,-0.0308581144268172,0.444814683045099
"8",9,1.64093178278346,0.848969775502948,0.225153548406408,0.405938104971627,1.03903472591905,-0.0289325798404902,0.0656079755997196
"9",10,2.10749117624843,0.969392252556388,0.183816299374516,0.195374683732603,1.13120588516005,-0.0118098529392041,0.308863870030067
"10",11,1.89718881719513,0.908781037049672,0.101614643556411,-0.0963062462310106,1.87285105781714,-0.0299149100968488,-0.064458855287055
"11",12,1.97583502272877,0.853027075575148,0.206923514136351,-0.0677755674468058,1.25943388298356,-0.0297474294567932,-0.0182159502342528
"12",14,2.1962928500356,0.928074956454981,0.138097165483176,-0.0931486263954967,1.40017228787142,-0.0281704527262648,0.07010699754556
"13",15,2.02281287814664,1.10940035997667,0.141349242007055,0.00693117307385593,1.32631118487076,-0.0300596395899969,-0.115793498832824
"14",16,1.37423751787072,1.12122873791185,0.106490465236012,0.347506560662916,1.24518196473506,-0.0270395135450831,0.089159865634941
"15",17,1.73533642354067,0.835985705368991,0.0724619028412605,-0.191101720762207,1.24086372597879,-0.0186400734463272,-0.0517084838143962
"16",18,2.60793063443442,0.844916697204403,0.158052666662801,-0.14188148075886,1.10158603684058,-0.0219432526533825,0.35015504663617
"17",19,2.16315835633808,1.0128189012383,0.152830958618427,0.0353680001774462,1.21684593553536,-0.0229837095836912,-0.129046414269628
"18",20,2.29002798547274,0.748683614317054,0.207956085694322,-0.0271902601449331,1.58264993357246,-0.0286546370608512,-0.211558255135511
"19",21,1.90501936742584,0.866062217686749,0.0421764867534563,-0.17361240170127,1.86270764932041,-0.0258002358807776,0.113960496481767
"20",23,1.91644546827253,1.03117280935569,0.0362526513315987,0.0778390433243616,0.801975256604701,-0.0110244591583362,0.0106243119713809
"21",24,2.02502894855397,0.890540932428525,0.22814546121471,0.291549514510756,1.83768594528015,-0.0289469644369354,0.095061372998421
"22",25,2.25745663569251,0.893523802801172,0.1348745943061,-0.0938147493009751,1.41906143884331,-0.00938721349728844,0.214233764844451
"23",26,1.7733150403275,1.05367689101261,0.237546153586322,0.281489080797163,1.00775997535502,-0.0324607138908401,0.217149024321866
"24",27,1.45108162001358,0.854761572277439,0.0841343824826091,-0.224597814380381,1.89104371406311,-0.0284379047184425,-0.0984315905083598
"25",28,1.91171882418057,0.753944899173648,0.0733542822087125,-0.27236513933604,1.0624380381694,-0.00993587508925689,0.0494250159295943
"26",29,1.86308314114686,0.862153737673542,0.10938535670255,0.185332721986711,1.6890124366338,-0.0279501936650043,0.482024679461845
"27",30,2.07256351163923,1.15876971986767,0.12101468322007,-0.011723990356034,1.55622320217695,-0.0188141919191646,0.0866967871455986
"28",32,2.19460535492816,1.07446134291866,0.0857107238207058,-0.116603045842726,1.04742006767279,-0.0285128152896704,0.119847908687351
"29",33,2.18125947212304,0.940027631711981,0.180060927204265,-0.0789038430807814,1.37468374877676,-0.019671184675972,0.0601604428627808
"30",34,2.05447769278601,0.847061816301444,0.142581818385926,-0.104181199838248,1.53381717270547,-0.0323997189744004,0.233839977339043
"31",37,1.94134056854611,0.95898194507509,0.0985001362217903,-0.064257442106567,0.981033365500152,-0.00786472678200753,-0.00329554184119152
"32",38,1.62566306191173,0.825055209880652,0.190979854660863,0.335827119168516,1.04282338852496,-0.0273730637227236,0.0315393102330809
"33",39,1.88928097542734,0.934557593312724,0.134056059367055,-0.167763688304888,1.57085151021823,-0.00754454986149439,-0.11585481566663
"34",40,1.68104932478198,0.875177867217559,0.15864750806162,0.171282109065712,0.651872413145827,-0.0138454953691153,0.199867026673208
"35",41,1.66425008871955,0.571523569236449,0.149445716967814,0.239192243361839,1.21467059619926,-0.0277564815020641,0.0261617544648313
"36",42,2.01933113187498,0.981813515804848,-0.0390904998745679,-0.0593701195082367,0.928165036072911,-0.00759238966988462,-0.00347559657947483
"37",43,1.70688079028213,0.645144367701261,-0.0489133148487749,-0.126821767545828,0.840184982122449,-0.0304181913443088,0.211926135145413
"38",44,1.80803380205532,0.762081706663304,0.1219564955769,0.00207787127827563,1.32392859394657,-0.0319744941800894,0.373677961891555
"39",46,2.20667038238656,1.04966582876346,0.0728979389505798,-0.249231361197773,1.15968355209015,-0.0295542718078921,0.0857988578393546
"40",47,1.80815309660871,0.941462288469664,0.118164901920176,-0.0953207081193864,1.45216263718965,-0.0264043439019897,-0.272145954218404
"41",49,1.74227801573766,1.01621909279991,0.166606908174678,-0.104038185248052,1.5734581469458,-0.0298447394475316,0.0446912184239576
"42",50,1.81218585855672,1.04169946402418,0.165547413908666,0.0187605404860984,1.33225776324095,-0.0142881927713457,-0.00875450427808849
"43",51,1.85123902262393,0.993872695543819,0.10300459257005,0.112783892873479,1.1859021021605,-0.0244239208060779,-0.366894595222027
"44",52,1.73988856221546,1.44061696821918,0.0281672017073508,-0.357931220555838,1.17243082681611,-0.0244844566536301,0.239817555701522
"45",53,1.64722861858631,0.907241502679043,0.0718008020962892,0.0736603189766571,1.43398904539984,-0.0150768704133624,-0.0813113063018221
"46",54,1.90008936091885,0.772517011262934,0.136051913530019,0.274420073723087,1.13010130855649,-0.0302719691347406,0.0546303269037979
"47",55,2.11256883027877,0.999620328357216,0.117489363006525,-0.206558103485113,1.25604958870952,-0.0291491095609469,0.283893863887476
"48",56,1.71705043696289,0.795392330205048,0.118756558094526,-0.152383361570551,1.64238292536986,-0.0269999853782399,-0.113657642958654
"49",57,2.00974280407381,0.878323947744782,0.221340087658649,0.060313235124606,1.43905041760849,-0.0321713444533096,0.169902369923246
"50",58,2.12690107394367,0.874163260688045,0.0994261237625379,0.0893312349301938,1.00840626279064,-0.024121333542635,0.222396875581926
"51",59,1.73330866698964,1.04059654821611,0.127984684585166,-0.260555171924614,1.06695940631873,-0.00925568791198805,0.385759463553254
"52",60,1.86891480705677,0.853416684135216,0.129865696221349,-0.0319608781115605,1.6541106440769,-0.0284519247405587,-0.103611721796394
"53",61,2.00540826508357,0.817736648432549,0.298825570958117,0.119544659461067,1.51443492686236,-0.0122425584610483,0.269680405566771
"54",62,2.06351457249644,0.966459745449552,0.0549215898005161,-0.0199880855303757,1.17603982417846,-0.0305946513589387,0.126511678741251
"55",64,1.96387304501666,0.912379430141207,0.168710595000162,-0.0132743076418916,1.00415171052474,-0.0303704199880878,0.186378942525439
"56",65,1.92020373792998,1.00268620713952,0.124395085140078,0.00231057763731213,1.42018144242333,-0.030958155489607,0.258616073547857
"57",66,1.68234196623103,0.974623504198015,0.179965690518376,-0.174182836106316,1.22268051571579,-0.0135345888751,0.321149373045064
"58",67,1.82249672195013,0.939377214309552,0.270776092793027,0.56197747482953,1.45365715241037,-0.0289743082663658,0.143329884528122
"59",68,1.83015236006551,0.919674041237272,0.24544187926586,0.0705050818057923,1.35786503326218,-0.0322629586323029,0.16587776654751
"60",70,2.14415674497881,1.1763047657618,0.131086902286485,-0.117171864209588,1.54426971783083,-0.0252609161133577,0.194923091318934
"61",71,2.01576795204383,1.02255135435938,0.0466943873760804,-0.294489409184529,2.05914043397048,-0.0119940644009302,-0.0519425696661503
"62",72,1.6333926871287,1.00639333954163,0.0716235498165568,0.0320779491735911,1.11306738776154,-0.0300162825752791,0.34578646495633
"63",73,1.82831326263221,0.687979552202684,0.280469858300767,0.273321942716137,1.35078044559679,-0.0134713781020461,0.267386170331531
"64",74,2.84749547250999,0.524973850566104,0.20344642925564,-0.174093002817794,0.88104693112227,0.00290680826052891,0.0767331289255447
"65",75,1.9945616711266,1.05195333768887,0.102669096978769,-0.0834279765273649,1.6947127928295,-0.00730145393634257,0.309786252067615
"66",76,1.84311372377858,0.864922083385853,0.184091386996321,0.171681626086312,1.02608586839903,-0.00915472284124039,0.283269385272187
"67",77,2.20824858201926,0.799131592354263,0.101430957669084,0.0912267597339999,1.11448887775053,-0.0312034169061449,0.209362904910091
"68",78,1.30796373695909,0.872979018905345,0.145847657661616,-0.308755621455561,0.486746113358814,-0.0258538352031077,-0.176550852183276
"69",79,1.44805506279809,0.77813701709876,0.113293504713138,-0.0251116724795785,2.15192792061331,-0.0310635215446045,0.218740130609083
"70",80,2.02468460298931,0.94976236161403,0.244267601919142,0.166981658913129,1.65486404167649,-0.0206654003394464,0.315171901952749
"71",81,1.39827458194324,0.879588279452338,0.0746498528630023,-0.223049070133113,1.73186999328334,-0.0283279234953941,-0.0102659764561578
"72",82,1.84605182655465,1.08714325463194,0.143353273530496,0.168384817080316,1.93759466151464,-0.0277097947992566,0.549158160687648
"73",84,1.47105570099534,0.836640060954213,0.11741507718575,-0.191441666241939,2.26860106573413,-0.0167451425375028,0.00501368108709355
"74",85,1.91019009223544,0.836752185067647,0.134388302494275,-0.28009097960024,1.68790379423864,-0.0301197655144799,-0.252850705048443
"75",86,2.11444571592165,0.796088667139405,0.22196053322569,0.0734375108681637,1.57873384294649,-0.0301650336273199,0.304171211752608
"76",87,1.87594445399158,0.944240535120104,0.186452253207918,0.237562987633962,0.879330039907156,-0.0286296976763696,0.224659289870228
"77",88,1.71878090576413,0.950842386693325,0.10879123106112,0.0630735586458688,1.61840423141639,-0.0295464063258797,0.21837937742958
"78",89,2.16726378390644,1.14459450678975,0.052119483588791,-0.104423759199509,1.22872920952966,-0.029680552527757,-0.0603973400154164
"79",90,1.80301753965334,1.01838543874024,0.147850295188258,0.137013708370495,1.84603248726676,-0.0128203516515546,-0.108912444737833
"80",91,1.48456672383522,0.848321559466202,0.172721202941901,0.107767155855098,1.82384047549125,-0.0278853689921945,0.104681095111962
"81",93,2.12463362701225,0.988203670285868,0.17730605425365,-0.014083454511425,1.00095884799085,-0.0271897530478508,-0.055484328581647
"82",96,1.86029826763593,0.884853709692137,0.157709995911704,0.0292583513952871,1.28539627812681,-0.00834598608550394,0.185965715421703
"83",97,1.58234938124596,1.11716955014319,0.127811626608423,0.00512885803807772,0.79238690411098,-0.0251172553524851,0.134227034092215
"84",99,2.00646274578658,0.913658376194168,0.113046793982636,-0.182110177669458,2.21717929241885,-0.0274819252090916,0.334074120239574
"85",100,2.35267284166144,1.38989312269995,0.238899590354631,0.00838447136810394,1.4911164621285,-0.030592528158736,-0.0155273741043597
"86",101,1.7765274048317,0.913424935073745,0.0825262813029105,-0.139505314425597,1.11904286969517,-0.0276511699318023,0.1975846354857
"87",103,1.52974132378238,0.882032838794799,0.0163783350077698,-0.323980519683151,0.785376188905536,-0.0317821274131109,0.0708996098301444
"88",104,1.8138168543868,1.10555797997607,0.153698103522703,-0.0657707834959622,1.02264368518368,-0.0207199860473691,0.0276634295057445
"89",105,1.87576060073514,1.10447582388539,0.126239153599666,-0.103204425780821,1.40819777232841,-0.0283740495271698,0.299688707320226
"90",106,1.67990646277336,0.90086745733566,0.232130601404476,0.167400489818915,1.40103430983766,-0.00635940922079273,0.470493606854705
"91",108,1.48208890808881,0.820328316521781,0.115404553014922,-0.00186511671264455,1.68321519047398,-0.0153621175045377,0.389754167329989
"92",109,1.9937489278651,0.84657432186281,0.23887566583108,0.149327746576241,1.07186457962162,-0.0353946291748715,0.189429732214035
"93",110,1.51135000923315,0.645064091498692,0.122543246939783,-0.0669998295726963,1.3542032840299,-0.00947626810914484,-0.01613542330246
"94",111,1.65550699971165,0.816948684925996,0.209628502872597,0.122988383490771,1.27959404364709,-0.0326022050864499,0.0446207671159195
"95",112,1.66852856058658,0.898014875194236,0.103515014331821,-0.414796104977288,0.67704679535044,-0.0279940691719528,-0.140246200133632
"96",113,1.4575755032544,0.925873012511326,0.124058340579213,-0.304272739174445,1.4074560747384,-0.0257320728659748,-0.0131466741630262
